,SalePrice,YearBuilt,YrSold,MonthSold,Size(sqf),Floor,N_Parkinglot(Ground),N_Parkinglot(Basement),TimeToBusStop,TimeToSubway,N_APT,N_manager,N_elevators,N_FacilitiesNearBy(PublicOffice),N_FacilitiesNearBy(Hospital),N_FacilitiesNearBy(Dpartmentstore),N_FacilitiesNearBy(Mall),N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(Park),N_SchoolNearBy(Elementary),N_SchoolNearBy(Middle),N_SchoolNearBy(High),N_SchoolNearBy(University),N_FacilitiesInApt,N_FacilitiesNearBy(Total),N_SchoolNearBy(Total),c_corridor,c_mixed,c_terraced,c_central_heating,c_individual_heating,c_management_in_trust,c_self_management,c_Bangoge,c_Banwoldang,c_Chil-sung-market,c_Daegu,c_Kyungbuk_uni_hospital,c_Myung-duk,c_Sin-nam,c_no_subway_nearby
4424,371681,2013,2015,9,910,31,8.0,930.0,2,4,7.0,6.0,14.0,5.0,1,1.0,1.0,0.0,1.0,4.0,2.0,2.0,3.0,7,9.0,11.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
4425,393805,2013,2015,9,907,33,8.0,930.0,2,4,7.0,6.0,14.0,5.0,1,1.0,1.0,0.0,1.0,4.0,2.0,2.0,3.0,7,9.0,11.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
4426,283185,2006,2015,9,811,18,111.0,184.0,1,2,3.0,3.0,0.0,2.0,1,1.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,5,6.0,9.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
4427,253982,2006,2015,9,636,15,111.0,184.0,1,2,3.0,3.0,0.0,2.0,1,1.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,5,6.0,9.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
4428,409734,2007,2015,9,1690,4,7.0,605.0,2,4,2.0,5.0,5.0,4.0,1,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,5,9.0,5.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
4429,398230,2007,2015,9,1334,8,7.0,605.0,2,4,2.0,5.0,5.0,4.0,1,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,5,9.0,5.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
4430,446902,2007,2015,9,1690,14,7.0,605.0,2,4,2.0,5.0,5.0,4.0,1,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,5,9.0,5.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
4431,103982,1986,2015,9,508,8,100.0,18.0,2,3,1.0,1.0,2.0,5.0,1,2.0,1.0,1.0,1.0,6.0,2.0,3.0,2.0,3,11.0,13.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
4432,358407,2006,2015,9,1149,10,249.0,536.0,2,4,6.0,5.0,11.0,1.0,1,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,5,3.0,7.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
4433,415929,2006,2015,9,2056,25,249.0,536.0,2,4,6.0,5.0,11.0,1.0,1,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,5,3.0,7.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
4434,449557,2006,2015,9,1743,5,249.0,536.0,2,4,6.0,5.0,11.0,1.0,1,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,5,3.0,7.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
4435,300000,2008,2015,9,829,20,197.0,475.0,1,4,6.0,6.0,14.0,3.0,1,1.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,8,7.0,9.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
4436,249557,2005,2015,9,743,6,67.0,798.0,2,3,8.0,6.0,0.0,5.0,2,0.0,1.0,5.0,0.0,3.0,4.0,4.0,4.0,7,13.0,15.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
4437,104424,2014,2015,9,288,12,11.0,108.0,2,3,1.0,3.0,0.0,3.0,1,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2,8.0,8.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
4438,392743,2007,2015,9,1366,17,554.0,524.0,2,4,3.0,5.0,10.0,2.0,2,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,4,9.0,8.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
4439,107964,2014,2015,9,288,13,11.0,108.0,2,3,1.0,3.0,0.0,3.0,1,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2,8.0,8.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
4440,274336,2005,2015,9,914,1,67.0,798.0,2,3,8.0,6.0,0.0,5.0,2,0.0,1.0,5.0,0.0,3.0,4.0,4.0,4.0,7,13.0,15.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
4441,73893,1992,2015,9,355,4,200.0,0.0,1,2,3.0,5.0,10.0,7.0,1,1.0,1.0,5.0,1.0,4.0,3.0,5.0,5.0,3,16.0,17.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
4442,77876,1992,2015,9,355,9,200.0,0.0,1,2,3.0,5.0,10.0,7.0,1,1.0,1.0,5.0,1.0,4.0,3.0,5.0,5.0,3,16.0,17.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
4443,469026,2014,2015,9,1256,27,467.0,203.0,2,4,5.0,5.0,12.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
4444,221238,1978,2015,9,903,6,87.0,0.0,2,4,2.0,1.0,4.0,3.0,2,1.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,3,7.0,11.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4445,358407,2007,2015,9,868,18,0.0,1270.0,2,4,7.0,14.0,16.0,3.0,1,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,10,9.0,10.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
4446,335398,2007,2015,9,868,8,0.0,1270.0,2,4,7.0,14.0,16.0,3.0,1,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,10,9.0,10.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
4447,460176,2007,2015,9,1387,19,0.0,1270.0,2,4,7.0,14.0,16.0,3.0,1,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,10,9.0,10.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
4448,448672,2007,2015,9,1387,23,0.0,1270.0,2,4,7.0,14.0,16.0,3.0,1,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,10,9.0,10.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
4449,283185,2006,2015,9,903,2,123.0,181.0,1,4,3.0,3.0,11.0,3.0,1,1.0,1.0,2.0,0.0,4.0,3.0,3.0,1.0,4,8.0,11.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
4450,486725,2007,2015,9,1387,17,0.0,1270.0,2,4,7.0,14.0,16.0,3.0,1,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,10,9.0,10.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
4451,491150,2007,2015,9,1643,22,0.0,1270.0,2,4,7.0,14.0,16.0,3.0,1,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,10,9.0,10.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
4452,371681,1986,2015,9,1796,5,713.0,0.0,2,2,7.0,8.0,27.0,5.0,1,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,4,9.0,6.0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
4453,508849,2007,2015,9,1643,26,0.0,1270.0,2,4,7.0,14.0,16.0,3.0,1,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,10,9.0,10.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
4454,162831,1997,2015,10,644,9,82.0,56.0,1,1,1.0,2.0,4.0,7.0,1,2.0,1.0,1.0,1.0,4.0,0.0,0.0,3.0,5,13.0,7.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
4455,278761,2009,2015,10,910,1,25.0,203.0,2,0,1.0,2.0,5.0,2.0,1,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,5,6.0,5.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
4456,300000,2006,2015,10,811,20,111.0,184.0,1,2,3.0,3.0,0.0,2.0,1,1.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,5,6.0,9.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
4457,54424,2014,2015,10,135,15,0.0,218.0,0,3,1.0,4.0,0.0,4.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,6.0,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4458,59292,2014,2015,10,156,13,0.0,218.0,0,3,1.0,4.0,0.0,4.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,6.0,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4459,54867,2014,2015,10,138,19,0.0,218.0,0,3,1.0,4.0,0.0,4.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,6.0,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4460,377876,2007,2015,10,1273,28,7.0,605.0,2,4,2.0,5.0,5.0,4.0,1,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,5,9.0,5.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
4461,429203,2007,2015,10,1483,24,7.0,605.0,2,4,2.0,5.0,5.0,4.0,1,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,5,9.0,5.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
4462,389380,2007,2015,10,1444,18,7.0,605.0,2,4,2.0,5.0,5.0,4.0,1,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,5,9.0,5.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
4463,464601,2007,2015,10,1690,14,7.0,605.0,2,4,2.0,5.0,5.0,4.0,1,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,5,9.0,5.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
4464,105309,1986,2015,10,508,9,100.0,18.0,2,3,1.0,1.0,2.0,5.0,1,2.0,1.0,1.0,1.0,6.0,2.0,3.0,2.0,3,11.0,13.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
4465,448672,2006,2015,10,1743,15,249.0,536.0,2,4,6.0,5.0,11.0,1.0,1,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,5,3.0,7.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
4466,380530,2015,2015,10,914,5,175.0,1321.0,1,3,13.0,8.0,24.0,1.0,1,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,10,6.0,5.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
4467,389380,2006,2015,10,1149,15,249.0,536.0,2,4,6.0,5.0,11.0,1.0,1,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,5,3.0,7.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
4468,292035,2006,2015,10,818,21,249.0,536.0,2,4,6.0,5.0,11.0,1.0,1,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,5,3.0,7.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
4469,322123,2006,2015,10,914,22,249.0,536.0,2,4,6.0,5.0,11.0,1.0,1,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,5,3.0,7.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
4470,296460,2005,2015,10,914,7,67.0,798.0,2,3,8.0,6.0,0.0,5.0,2,0.0,1.0,5.0,0.0,3.0,4.0,4.0,4.0,7,13.0,15.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
4471,81415,2014,2015,10,213,14,11.0,108.0,2,3,1.0,3.0,0.0,3.0,1,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2,8.0,8.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
4472,250442,2005,2015,10,743,23,67.0,798.0,2,3,8.0,6.0,0.0,5.0,2,0.0,1.0,5.0,0.0,3.0,4.0,4.0,4.0,7,13.0,15.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
4473,250000,1993,2015,10,914,12,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
4474,367256,2007,2015,10,1394,13,554.0,524.0,2,4,3.0,5.0,10.0,2.0,2,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,4,9.0,8.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
4475,335398,2014,2015,10,843,17,90.0,1174.0,2,4,10.0,7.0,20.0,7.0,1,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,9,14.0,17.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
4476,236283,1993,2015,10,914,9,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
4477,166371,1992,2015,10,644,1,142.0,79.0,1,1,3.0,4.0,8.0,5.0,1,1.0,1.0,1.0,0.0,3.0,3.0,4.0,4.0,3,9.0,14.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
4478,371681,2014,2015,10,914,11,467.0,203.0,2,4,5.0,5.0,12.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
4479,247787,1993,2015,10,914,10,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
4480,293805,2005,2015,10,914,23,67.0,798.0,2,3,8.0,6.0,0.0,5.0,2,0.0,1.0,5.0,0.0,3.0,4.0,4.0,4.0,7,13.0,15.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
4481,255752,1993,2015,10,914,8,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
4482,252212,2005,2015,10,743,18,67.0,798.0,2,3,8.0,6.0,0.0,5.0,2,0.0,1.0,5.0,0.0,3.0,4.0,4.0,4.0,7,13.0,15.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
4483,389380,2007,2015,10,1366,4,554.0,524.0,2,4,3.0,5.0,10.0,2.0,2,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,4,9.0,8.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
4484,380530,2007,2015,10,1394,17,554.0,524.0,2,4,3.0,5.0,10.0,2.0,2,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,4,9.0,8.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
4485,384070,2014,2015,10,910,16,90.0,1174.0,2,4,10.0,7.0,20.0,7.0,1,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,9,14.0,17.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
4486,418584,2014,2015,10,1092,5,90.0,1174.0,2,4,10.0,7.0,20.0,7.0,1,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,9,14.0,17.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
4487,174336,1992,2015,10,644,17,142.0,79.0,1,1,3.0,4.0,8.0,5.0,1,1.0,1.0,1.0,0.0,3.0,3.0,4.0,4.0,3,9.0,14.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
4488,250442,2005,2015,10,743,7,67.0,798.0,2,3,8.0,6.0,0.0,5.0,2,0.0,1.0,5.0,0.0,3.0,4.0,4.0,4.0,7,13.0,15.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
4489,245132,2005,2015,10,743,3,67.0,798.0,2,3,8.0,6.0,0.0,5.0,2,0.0,1.0,5.0,0.0,3.0,4.0,4.0,4.0,7,13.0,15.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
4490,101769,2014,2015,10,288,5,11.0,108.0,2,3,1.0,3.0,0.0,3.0,1,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2,8.0,8.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
4491,132743,1992,2015,10,576,4,200.0,0.0,1,2,3.0,5.0,10.0,7.0,1,1.0,1.0,5.0,1.0,4.0,3.0,5.0,5.0,3,16.0,17.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
4492,504424,2007,2015,10,1643,39,0.0,1270.0,2,4,7.0,14.0,16.0,3.0,1,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,10,9.0,10.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
4493,379203,2007,2015,10,868,17,0.0,1270.0,2,4,7.0,14.0,16.0,3.0,1,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,10,9.0,10.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
4494,561946,2007,2015,10,1928,26,0.0,1270.0,2,4,7.0,14.0,16.0,3.0,1,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,10,9.0,10.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
4495,371681,1986,2015,10,1796,2,713.0,0.0,2,2,7.0,8.0,27.0,5.0,1,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,4,9.0,6.0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
4496,283185,2006,2015,10,903,14,123.0,181.0,1,4,3.0,3.0,11.0,3.0,1,1.0,1.0,2.0,0.0,4.0,3.0,3.0,1.0,4,8.0,11.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
4497,339823,2007,2015,10,868,9,0.0,1270.0,2,4,7.0,14.0,16.0,3.0,1,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,10,9.0,10.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
4498,288053,2006,2015,10,903,10,123.0,181.0,1,4,3.0,3.0,11.0,3.0,1,1.0,1.0,2.0,0.0,4.0,3.0,3.0,1.0,4,8.0,11.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
4499,203539,1978,2015,10,1327,5,87.0,0.0,2,4,2.0,1.0,4.0,3.0,2,1.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,3,7.0,11.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4500,197345,1978,2015,10,903,5,87.0,0.0,2,4,2.0,1.0,4.0,3.0,2,1.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,3,7.0,11.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4501,269911,2009,2015,11,910,4,25.0,203.0,2,0,1.0,2.0,5.0,2.0,1,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,5,6.0,5.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
4502,269911,2009,2015,11,910,2,25.0,203.0,2,0,1.0,2.0,5.0,2.0,1,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,5,6.0,5.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
4503,442477,2007,2015,11,1629,25,7.0,605.0,2,4,2.0,5.0,5.0,4.0,1,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,5,9.0,5.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
4504,331858,2008,2015,11,914,9,197.0,475.0,1,4,6.0,6.0,14.0,3.0,1,1.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,8,7.0,9.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
4505,89380,1992,2015,11,355,4,200.0,0.0,1,2,3.0,5.0,10.0,7.0,1,1.0,1.0,5.0,1.0,4.0,3.0,5.0,5.0,3,16.0,17.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
4506,298230,2005,2015,11,914,13,67.0,798.0,2,3,8.0,6.0,0.0,5.0,2,0.0,1.0,5.0,0.0,3.0,4.0,4.0,4.0,7,13.0,15.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
4507,249557,2005,2015,11,743,13,67.0,798.0,2,3,8.0,6.0,0.0,5.0,2,0.0,1.0,5.0,0.0,3.0,4.0,4.0,4.0,7,13.0,15.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
4508,279203,2008,2015,11,829,15,197.0,475.0,1,4,6.0,6.0,14.0,3.0,1,1.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,8,7.0,9.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
4509,178761,1993,2015,11,644,6,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
4510,172566,1993,2015,11,644,19,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
4511,251327,2005,2015,11,743,13,67.0,798.0,2,3,8.0,6.0,0.0,5.0,2,0.0,1.0,5.0,0.0,3.0,4.0,4.0,4.0,7,13.0,15.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
4512,168141,1993,2015,11,644,21,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
4513,327433,2014,2015,11,910,7,90.0,1174.0,2,4,10.0,7.0,20.0,7.0,1,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,9,14.0,17.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
4514,336283,2007,2015,11,868,9,0.0,1270.0,2,4,7.0,14.0,16.0,3.0,1,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,10,9.0,10.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
4515,347787,2007,2015,11,868,7,0.0,1270.0,2,4,7.0,14.0,16.0,3.0,1,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,10,9.0,10.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
4516,242477,1986,2015,11,914,3,713.0,0.0,2,2,7.0,8.0,27.0,5.0,1,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,4,9.0,6.0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
4517,353982,2007,2015,11,868,15,0.0,1270.0,2,4,7.0,14.0,16.0,3.0,1,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,10,9.0,10.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
4518,265486,2006,2015,11,857,7,123.0,181.0,1,4,3.0,3.0,11.0,3.0,1,1.0,1.0,2.0,0.0,4.0,3.0,3.0,1.0,4,8.0,11.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
4519,107345,2013,2015,12,426,6,8.0,930.0,2,4,7.0,6.0,14.0,5.0,1,1.0,1.0,0.0,1.0,4.0,2.0,2.0,3.0,7,9.0,11.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
4520,300884,2006,2015,12,910,14,111.0,184.0,1,2,3.0,3.0,0.0,2.0,1,1.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,5,6.0,9.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
4521,35398,2014,2015,12,135,18,0.0,218.0,0,3,1.0,4.0,0.0,4.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,6.0,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
4522,402654,2007,2015,12,1483,6,7.0,605.0,2,4,2.0,5.0,5.0,4.0,1,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,5,9.0,5.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
4523,380530,2007,2015,12,1273,13,7.0,605.0,2,4,2.0,5.0,5.0,4.0,1,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,5,9.0,5.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
4524,320353,2006,2015,12,914,8,249.0,536.0,2,4,6.0,5.0,11.0,1.0,1,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,5,3.0,7.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
4525,301327,2006,2015,12,914,4,249.0,536.0,2,4,6.0,5.0,11.0,1.0,1,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,5,3.0,7.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
4526,138938,1992,2015,12,640,6,200.0,0.0,1,2,3.0,5.0,10.0,7.0,1,1.0,1.0,5.0,1.0,4.0,3.0,5.0,5.0,3,16.0,17.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
4527,156637,1992,2015,12,644,6,142.0,79.0,1,1,3.0,4.0,8.0,5.0,1,1.0,1.0,1.0,0.0,3.0,3.0,4.0,4.0,3,9.0,14.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
4528,358407,1993,2015,12,1761,5,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
4529,102654,2014,2015,12,291,9,11.0,108.0,2,3,1.0,3.0,0.0,3.0,1,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2,8.0,8.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
4530,176991,1993,2015,12,644,11,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
4531,309734,1993,2015,12,1761,24,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
4532,424778,2008,2015,12,1167,20,197.0,475.0,1,4,6.0,6.0,14.0,3.0,1,1.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,8,7.0,9.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
4533,185840,1993,2015,12,644,8,523.0,536.0,2,1,8.0,8.0,20.0,6.0,2,0.0,1.0,5.0,0.0,4.0,3.0,5.0,5.0,4,14.0,17.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
4534,119469,1992,2015,12,576,2,200.0,0.0,1,2,3.0,5.0,10.0,7.0,1,1.0,1.0,5.0,1.0,4.0,3.0,5.0,5.0,3,16.0,17.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
4535,334513,2007,2015,12,868,5,0.0,1270.0,2,4,7.0,14.0,16.0,3.0,1,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,10,9.0,10.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
